toi,tid,tfopwg_disp,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim
2005.01,147660886,PC,17.3057923,0.0002883,-0.0002883,0
2006.01,41173048,FA,6.4093800,0.0001988,-0.0001988,0
2007.01,219466784,PC,,,,0
2008.01,70887357,FP,723.8345008,0.0025789,-0.0025789,0
2009.01,243187830,PC,1071.0898448,0.0003717,-0.0003717,0
201.01,350618622,CP,52.9781419,0.0000138,-0.0000138,0
201.02,350618622,PC,5.8492379,0.0000393,-0.0000393,0
2010.01,26547036,CP,1134.6723963,0.0000509,-0.0000509,0
2011.01,136916387,KP,11.5778362,0.0000184,-0.0000184,0
2011.02,136916387,KP,27.5920718,0.0000266,-0.0000266,0
2011.03,136916387,KP,,,,0
2012.01,138294130,KP,3.0565259,0.0000026,-0.0000026,0
2013.01,188589164,CP,2.6162769,0.0001133,-0.0001133,0
2014.01,198588220,KP,4.8099755,0.0000545,-0.0000545,0
2015.01,368287008,CP,3.3491408,0.0000160,-0.0000160,0
2016.01,219508169,PC,6.8161105,0.0000152,-0.0000152,0
2016.02,219508169,PC,2.4590369,0.0000041,-0.0000041,0
2016.03,219508169,PC,25.3369848,0.0005021,-0.0005021,0
2017.01,357416482,FP,5.4982600,0.0000009,-0.0000009,0
2018.01,357501308,CP,7.4355709,0.0000157,-0.0000157,0
2019.01,159781361,CP,15.3468182,0.0001010,-0.0001010,0
202.01,355509914,PC,1.7386695,0.0000052,-0.0000052,0
2020.01,39903405,KP,5.6334770,0.0000010,-0.0000010,0
2021.01,236312126,KP,3.9415041,0.0000019,-0.0000019,0
2022.01,11996814,FP,0.4487349,0.0000028,-0.0000028,0
2023.01,16884216,APC,11.1900486,0.0049587,-0.0049587,0
2024.01,255930614,KP,2.8758831,0.0000108,-0.0000108,0
2025.01,394050135,CP,8.8720542,0.0000115,-0.0000115,0
2026.01,407059875,PC,7.1925327,0.0000350,-0.0000350,0
2027.01,335996558,FP,1.4632900,0.0000200,-0.0000200,0
2028.01,336456596,FP,0.7787100,0.0000100,-0.0000100,0
2029.01,445254275,FP,2.5713400,0.0000800,-0.0000800,0
203.01,259962054,FA,51.9450900,0.0021900,-0.0021900,0
2030.01,422656370,APC,1.3254567,0.0000010,-0.0000010,0
2031.01,470127886,PC,5.7156075,0.0001693,-0.0001693,0
2032.01,470159478,APC,17.0096703,0.0000412,-0.0000412,0
2033.01,53617134,PC,18.8243063,0.0000382,-0.0000382,0
2034.01,427279997,FP,2.8945300,0.0001900,-0.0001900,0
2035.01,53709089,PC,8.5122600,0.0005400,-0.0005400,0
2036.01,368320811,PC,1.2610450,0.0000037,-0.0000037,0
2037.01,405559035,PC,11.1516668,0.0001378,-0.0001378,0
2037.02,405559035,PC,5.5470937,0.0000441,-0.0000441,0
2038.01,235937532,APC,3.7321195,0.0000062,-0.0000062,0
2039.01,237071229,PC,11.2479927,0.0000312,-0.0000312,0
204.01,281781375,PC,43.8297863,0.0001458,-0.0001458,0
2040.01,427730490,PC,3.8608551,0.0000013,-0.0000013,0
2041.01,54364414,FP,1.3747700,0.0000300,-0.0000300,0
2042.01,269424395,FP,2.4187200,0.0000900,-0.0000900,0
2043.01,346929661,PC,12.0135752,0.0000477,-0.0000477,0
2044.01,270333769,FP,4.1207509,0.0000152,-0.0000152,0
2045.01,347013211,PC,9.0776300,0.0000250,-0.0000250,0
2046.01,468574941,CP,1.4971447,0.0000181,-0.0000181,0
2047.01,363761216,FP,7.4072602,0.0000029,-0.0000029,0
2048.01,159873822,CP,13.7905315,0.0000910,-0.0000910,0
2049.01,314835525,PC,5.3032900,0.0002200,-0.0002200,0
205.01,281575427,PC,4.2529842,0.0000161,-0.0000161,0
2050.01,316468545,PC,13.5970194,0.0000484,-0.0000484,0
2051.01,375850439,PC,1.1633325,0.0000962,-0.0000962,0
2052.01,1100766816,FP,1.6226300,0.0003000,-0.0003000,0
2053.01,315755496,FP,4.2780800,0.0001300,-0.0001300,0
2054.01,378355116,FP,3.5684459,0.0000274,-0.0000274,0
2055.01,322062001,APC,4.6981739,0.0000032,-0.0000032,0
2056.01,396356111,APC,10.2207000,0.0012500,-0.0012500,0
2057.01,229888286,PC,5.5986337,0.0000177,-0.0000177,0
2058.01,326732851,FP,1.5156700,0.0000500,-0.0000500,0
2059.01,403308915,FP,3.7543552,0.0000171,-0.0000171,0
206.01,55650590,CP,0.7363132,0.0000048,-0.0000048,0
2060.01,285542903,FP,2.2657506,0.0000120,-0.0000120,0
2061.01,327577308,FP,1.4565500,0.0000400,-0.0000400,0
2062.01,373785851,FP,4.0416300,0.0000600,-0.0000600,0
2063.01,334811204,PC,21.0762600,0.0008200,-0.0008200,0
2064.01,115524421,KP,8.8036803,0.0000136,-0.0000136,0
2065.01,356710041,APC,,,,0
2066.01,141663460,FP,1.7644200,0.0000500,-0.0000500,0
2067.01,147951030,PC,8.8128067,0.0000311,-0.0000311,0
2068.01,417931300,CP,7.7690887,0.0000389,-0.0000389,0
2069.01,198187049,PC,5.9214229,0.0000143,-0.0000143,0
207.01,260271203,FP,5.6492853,0.0000274,-0.0000274,0
2070.01,233182695,PC,6.3839247,0.0000156,-0.0000156,0
2071.01,198360694,PC,5.6739336,0.0000102,-0.0000102,0
2072.01,900715901,PC,3.1679810,0.0000176,-0.0000176,0
2073.01,441642457,PC,53.1991439,0.0003934,-0.0003934,0
2074.01,158075010,PC,177.5830512,0.0050337,-0.0050337,0
2075.01,23814735,PC,4.7981694,0.0000285,-0.0000285,0
2076.01,27491137,CP,10.3563596,0.0000208,-0.0000208,0
2076.02,27491137,CP,35.1257472,0.0000992,-0.0000992,0
2076.03,27491137,CP,21.0153047,0.0000572,-0.0000572,0
2077.01,230075227,PC,6.1155829,0.0000235,-0.0000235,0
2078.01,159244568,FA,6.2772478,0.0004265,-0.0004265,0
2079.01,224298134,PC,1.4923179,0.0000079,-0.0000079,0
2079.02,224298134,PC,9.3174113,0.0000228,-0.0000228,0
208.01,314865962,PC,22.4586196,0.0000818,-0.0000818,0
2080.01,367739494,PC,63.5809449,0.0004494,-0.0004494,0
2081.01,321669174,CP,10.5054362,0.0000215,-0.0000215,0
2081.02,321669174,PC,5.1097197,0.0000195,-0.0000195,0
2082.01,160039081,PC,30.2004765,0.0001124,-0.0001124,0
2083.01,233633993,PC,17.9696390,0.0000835,-0.0000835,0
2084.01,441738827,CP,6.0784031,0.0000658,-0.0000658,0
2084.02,441738827,FP,8.1490285,0.0001847,-0.0001847,0
2085.01,103633672,PC,,,,0
2086.01,230387153,PC,41.7540004,0.0004176,-0.0004176,0
2086.02,230387153,PC,20.2616550,0.0000931,-0.0000931,0
2087.01,219462190,PC,,,,0
2088.01,441765914,CP,124.7298700,0.0005675,-0.0005675,0
2089.01,341815197,PC,49.9950015,0.0004592,-0.0004592,0
209.01,52204645,APC,4.3794298,0.0000070,-0.0000070,0
2090.01,233721037,PC,230.9221200,0.0152682,-0.0152682,0
2091.01,219778329,PC,177.2188871,0.0077568,-0.0077568,0
2092.01,393965778,PC,4.3032642,0.0000131,-0.0000131,0
2093.01,402898317,CP,53.8108713,0.0002349,-0.0002349,0
2094.01,356016119,PC,18.7931749,0.0000384,-0.0000384,0
2095.01,235678745,CP,17.6648660,0.0000480,-0.0000480,0
2095.02,235678745,CP,28.1722501,0.0000885,-0.0000885,0
2096.01,142748283,CP,3.1190716,0.0000129,-0.0000129,0
2096.02,142748283,CP,6.3878202,0.0000140,-0.0000140,0
2097.01,279982557,FP,1.7890217,0.0000363,-0.0000363,0
2098.01,356700488,PC,,,,0
2099.01,230386397,FP,19.5078657,0.0001229,-0.0001229,0
210.01,141608198,PC,9.0105414,0.0000094,-0.0000094,0
2100.01,219436394,PC,23.6573994,0.0000807,-0.0000807,0
2101.01,165527918,PC,9.0753271,0.0000193,-0.0000193,0
2102.01,289590465,PC,6.7060238,0.0000181,-0.0000181,0
2102.02,289590465,PC,,,,0
2103.01,160491359,PC,2.6620728,0.0000119,-0.0000119,0
2103.02,160491359,PC,20.2926468,0.0001656,-0.0001656,0
2104.01,367630162,PC,3.2723118,0.0000094,-0.0000094,0
2104.02,367630162,PC,5.9043690,0.0000245,-0.0000245,0
2104.03,367630162,PC,15.1808746,0.0000843,-0.0000843,0
2104.04,367630162,PC,1.9803146,0.0000073,-0.0000073,0
2104.05,367630162,PC,9.5611100,0.0000835,-0.0000835,0
2105.01,156199502,PC,15.9152686,0.0000544,-0.0000544,0
2106.01,393911494,FP,0.6332593,0.0000131,-0.0000131,0
2107.01,446549906,CP,2.4545700,,,0
2108.01,347538174,APC,6.8019625,0.0007853,-0.0007853,0
2109.01,392476080,CP,0.6724900,0.0000200,-0.0000200,0
211.01,300293197,APC,6.5638575,0.0000019,-0.0000019,0
2110.01,394029948,FA,32.7663900,0.0024500,-0.0024500,0
2111.01,356235833,FP,1.2680452,0.0000019,-0.0000019,0
2112.01,427320001,PC,14.0120582,0.0001565,-0.0001565,0
2112.02,427320001,PC,155.8237000,0.0019447,-0.0019447,0
2113.01,1400212743,FP,5.2461200,0.0040000,-0.0040000,0
2114.01,9828416,PC,6.2099619,0.0000060,-0.0000060,0
2115.01,54464870,FP,3.6944323,0.0000183,-0.0000183,0
2116.01,422838133,FP,5.3089937,0.0000210,-0.0000210,0
2117.01,279212407,FP,28.6620782,0.0005842,-0.0005842,0
2118.01,17416749,FP,2.3448300,0.0003300,-0.0003300,0
2119.01,236387002,CP,7.2008611,0.0000019,-0.0000019,0
212.01,206609630,APC,0.3352715,0.0000008,-0.0000008,0
2120.01,389900760,CP,5.7998189,0.0000140,-0.0000140,0
2121.01,88996391,APC,2.3195654,0.0000347,-0.0000347,0
2122.01,311408969,KP,3.5852284,0.0000033,-0.0000033,0
2123.01,105840719,PC,10.3088514,0.0000334,-0.0000334,0
2124.01,159742538,KP,3.5539283,0.0000021,-0.0000021,0
2125.01,116242971,KP,5.0316347,0.0000024,-0.0000024,0
2126.01,116264089,KP,1.3061880,0.0000003,-0.0000003,0
2127.01,21744120,KP,5.5080682,0.0000717,-0.0000717,0
2128.01,21832928,CP,16.3413889,0.0001279,-0.0001279,0
2129.01,101721385,KP,4.6276640,0.0000055,-0.0000055,0
213.01,234345288,PC,23.5199045,0.0000622,-0.0000622,0
213.02,234345288,PC,7.7565534,0.0000286,-0.0000286,0
2130.01,320798691,KP,5.0052605,0.0000071,-0.0000071,0
2131.01,27848472,KP,1.8468345,0.0000015,-0.0000015,0
2132.01,358516596,KP,3.2440454,0.0000054,-0.0000054,0
2133.01,39200363,PC,3.8266587,0.0000159,-0.0000159,0
2134.01,75878355,CP,9.2292078,0.0000056,-0.0000056,0
2134.02,75878355,CP,95.8531625,0.0000329,-0.0000329,0
2135.01,76419763,KP,2.7884723,0.0000010,-0.0000010,0
2136.01,336128819,CP,7.8519082,0.0000367,-0.0000367,0
2137.01,23059280,APC,14.1502269,0.0000273,-0.0000273,0
2138.01,336267424,FP,1.4821845,0.0000007,-0.0000007,0
2139.01,308172249,KP,1.4013784,0.0000009,-0.0000009,0
214.01,167415965,PC,18.5537012,0.0000293,-0.0000293,0
214.02,167415965,PC,9.6959610,0.0000461,-0.0000461,0
2140.01,399860444,KP,2.4706114,0.0000006,-0.0000006,0
2141.01,287256467,CP,18.2616878,0.0000545,-0.0000545,0
2142.01,44313455,PC,9.3004351,0.0000510,-0.0000510,0
2143.01,103195323,PC,5.5899401,0.0000079,-0.0000079,0
2144.01,428988981,PC,37.3415931,0.0001724,-0.0001724,0
2145.01,88992642,CP,10.2611329,0.0000140,-0.0000140,0
2146.01,158916431,FP,5.8924856,0.0000110,-0.0000110,0
2147.01,341630071,PC,26.2049782,0.0000928,-0.0000928,0
2148.01,233569098,FP,23.4852200,0.0001400,-0.0001400,0
2149.01,1716467085,PC,0.5842495,0.0000003,-0.0000003,0
215.01,231912935,PC,26.2851404,0.0000617,-0.0000617,0
2150.01,230267547,FP,2.2263798,0.0000123,-0.0000123,0
2151.01,23389848,FP,15.6464300,0.0022000,-0.0022000,0
2152.01,395393265,CP,3.3772835,0.0001472,-0.0001472,0
2153.01,406855039,FP,2.7180835,0.0000227,-0.0000227,0
2154.01,428787891,CP,3.8240826,0.0000026,-0.0000026,0
2155.01,461591646,CP,3.7246883,0.0000045,-0.0000045,0
2156.01,258402425,FP,0.6755400,0.0001600,-0.0001600,0
2157.01,298495970,FP,8.4249043,0.0000068,-0.0000068,0
2158.01,342642208,CP,8.6007557,0.0000168,-0.0000168,0
2159.01,270515566,APC,10.0509704,0.0000124,-0.0000124,0
216.01,55652896,CP,34.5059318,0.0000092,-0.0000092,0
216.02,55652896,CP,17.3890454,0.0000479,-0.0000479,0
2160.01,284477310,PC,2.2390502,0.0000113,-0.0000113,0
2161.01,366563452,FP,1.5873866,0.0000120,-0.0000120,0
2162.01,284564230,FP,12.9773004,0.0000349,-0.0000349,0
2163.01,43429656,PC,5.2132496,0.0000244,-0.0000244,0
2164.01,49967354,FP,1.0933300,0.0003700,-0.0003700,0
2165.01,73560357,APC,0.9499997,0.0000026,-0.0000026,0
2166.01,233680651,PC,5.1354577,0.0000137,-0.0000137,0
2167.01,160162987,FP,23.0531698,0.0000728,-0.0000728,0
2168.01,364075352,FP,37.8363300,0.0004000,-0.0004000,0
2169.01,8516795,PC,8.2148505,0.0000472,-0.0000472,0
217.01,260043723,FP,3.1385875,0.0000032,-0.0000032,0
2170.01,154741689,PC,9.2786686,0.0000580,-0.0000580,0
2171.01,75656058,FA,1.7816600,0.0002500,-0.0002500,0
2172.01,76197937,FA,1.7825200,0.0007400,-0.0007400,0
2173.01,293567206,FP,0.6856225,0.0000018,-0.0000018,0
2174.01,159815224,PC,2.9601848,0.0000123,-0.0000123,0
2175.01,405717754,KP,4.4379727,0.0000096,-0.0000096,0
2176.01,123495874,KP,7.8914271,0.0000331,-0.0000331,0
2177.01,123233041,KP,3.5224751,0.0000151,-0.0000151,0
2178.01,164892194,KP,3.0241110,0.0000122,-0.0000122,0
2179.01,237913194,CP,15.1689723,0.0005880,-0.0005880,0
218.01,32090583,PC,0.4384814,0.0000284,-0.0000284,0
218.02,32090583,PC,8.3522143,0.0000145,-0.0000145,0
2180.01,298663873,CP,260.1740061,0.0004755,-0.0004755,0
2181.01,233068569,PC,8.3790570,0.0000182,-0.0000182,0
2182.01,268823307,KP,3.5484481,0.0000162,-0.0000162,0
2183.01,1715469662,PC,6.5011256,0.0000051,-0.0000051,0
2184.01,176956893,CP,6.9067868,0.0000097,-0.0000097,0
2185.01,355096431,PC,7.2147718,0.0013355,-0.0013355,0
2186.01,238171173,PC,4.4769220,0.0000059,-0.0000059,0
2187.01,270472265,PC,2.7492277,0.0000021,-0.0000021,0
2188.01,260797169,PC,3.7350510,0.0000050,-0.0000050,0
2189.01,270342589,PC,4.4343277,0.0000044,-0.0000044,0
219.01,260609205,FP,4.4617755,0.0000012,-0.0000012,0
2190.01,389421473,PC,5.3160704,0.0000096,-0.0000096,0
2191.01,262471759,PC,4.0115394,0.0004694,-0.0004694,0
2192.01,277890574,PC,6.2643442,0.0000065,-0.0000065,0
2193.01,401604346,CP,2.1223673,0.0001355,-0.0001355,0
2194.01,271478281,CP,15.3419095,0.0000454,-0.0000454,0
2195.01,24695044,PC,4.1645140,0.0000014,-0.0000014,0
2196.01,372172128,CP,1.1953968,0.0002673,-0.0002673,0
2197.01,389352124,KP,4.9546480,0.0000018,-0.0000018,0
2198.01,100566492,KP,4.9549631,0.0004805,-0.0004805,0
2199.01,369455629,KP,3.3771114,0.0003257,-0.0003257,0
220.01,150098860,CP,10.6953083,0.0000122,-0.0000122,0
2200.01,142105158,PC,2.9360281,0.0000029,-0.0000029,0
2201.01,219306934,PC,1.3477642,0.0000031,-0.0000031,0
2202.01,358107516,CP,11.9124942,0.0000092,-0.0000092,0
2203.01,355600246,APC,3.0563100,0.0000644,-0.0000644,0
2204.01,467971286,KP,2.2250514,0.0002006,-0.0002006,0
2205.01,260298958,FP,0.8891483,0.0000010,-0.0000010,0
2206.01,381856447,KP,1.7690121,0.0000456,-0.0000456,0
2207.01,90850770,CP,8.0004890,0.0000185,-0.0000185,0
2208.01,38680052,PC,0.6743453,0.0000011,-0.0000011,0
2209.01,271806353,PC,3.4391152,0.0000094,-0.0000094,0
221.01,316937670,FP,0.6242500,0.0000330,-0.0000330,0
2210.01,317089588,PC,12.7846809,0.0000230,-0.0000230,0
2211.01,212253390,CP,3.0911721,0.0009293,-0.0009293,0
2212.01,280803917,PC,5.1293855,0.0000034,-0.0000034,0
2213.01,406318573,PC,5.1792820,0.0000115,-0.0000115,0
2214.01,272236017,PC,2.4156482,0.0000039,-0.0000039,0
2215.01,425561347,CP,5.7772122,0.0000128,-0.0000128,0
2216.01,39018923,PC,5.6807412,0.0000164,-0.0000164,0
2217.01,234330672,PC,3.8300359,0.0000044,-0.0000044,0
2218.01,348995212,APC,0.3456911,0.0000001,-0.0000001,0
2219.01,278138619,PC,10.1688722,0.0000808,-0.0000808,0
222.01,144440290,FP,,,,0
2220.01,150437346,PC,1.3926549,0.0000006,-0.0000006,0
2221.01,441420236,CP,8.4536777,,,0
2222.01,306510653,PC,2.2456869,0.0000010,-0.0000010,0
2223.01,273695332,PC,6.9309657,0.0000320,-0.0000320,0
2224.01,388198242,PC,0.5055105,0.0000029,-0.0000029,0
2225.01,271891552,PC,3.5775562,0.0000079,-0.0000079,0
2226.01,403135192,PC,0.9017685,0.0000003,-0.0000003,0
2227.01,405425498,APC,4.2217717,0.0000087,-0.0000087,0
2227.02,405425498,APC,11.5472009,0.0000250,-0.0000250,0
2228.01,61733521,FP,3.3629600,0.0000700,-0.0000700,0
2229.01,143410850,PC,4.9866800,0.0001100,-0.0001100,0
223.01,326453034,FA,14.4459180,0.0038330,-0.0038330,0
2230.01,129432342,FP,1.7921700,0.0003900,-0.0003900,0
2231.01,100504381,FA,5.4627800,0.0000038,-0.0000038,0
2232.01,439444938,PC,11.4595900,0.0045200,-0.0045200,0
2233.01,421455387,APC,2.5087600,0.0000100,-0.0000100,0
2234.01,271491157,APC,2.9161500,0.0005400,-0.0005400,0
2235.01,267093376,APC,17.1401200,0.0000600,-0.0000600,0
2236.01,394722182,CP,3.5315897,0.0000031,-0.0000031,0
2237.01,389238529,FP,0.4964200,0.0001100,-0.0001100,0
2238.01,231077395,PC,3.3904897,0.0000138,-0.0000138,0
2239.01,388130235,FP,92.1950921,0.0002330,-0.0002330,0
224.01,70797900,APC,705.5844658,0.0000042,-0.0000042,0
2240.01,98494121,FP,3.0655500,0.0000200,-0.0000200,0
2241.01,96973930,PC,3.3243000,0.0000400,-0.0000400,0
2242.01,92562123,PC,6.5314400,0.0054500,-0.0054500,0
2243.01,1990842033,APC,5.4141800,0.0006900,-0.0006900,0
2244.01,1989628303,PC,5.4637700,0.0004300,-0.0004300,0
2245.01,278415929,PC,3.7981107,0.0000183,-0.0000183,0
2246.01,349786918,FP,2.9663437,0.0000184,-0.0000184,0
2247.01,376168473,FA,5.4140200,0.0007000,-0.0007000,0
2248.01,179580045,PC,62.1624516,0.0001656,-0.0001656,0
2249.01,152714791,FP,1.2734900,0.0003200,-0.0003200,0
225.01,47525799,PC,,,,0
2250.01,264303333,FP,0.8153098,0.0000022,-0.0000022,0
2251.01,229715760,PC,11.5743561,0.0000185,-0.0000185,0
2252.01,233066156,PC,12.3796490,0.0000579,-0.0000579,0
2253.01,367855829,FA,85.4244796,0.0017222,-0.0017222,0
2254.01,233688779,PC,26.4579842,0.0001103,-0.0001103,0
2255.01,265146266,PC,11.9526103,0.0000323,-0.0000323,0
2256.01,262880065,PC,13.9631929,0.0028891,-0.0028891,0
2257.01,198485881,CP,35.1896444,0.0002240,-0.0002240,0
2258.01,219821826,FP,9.6799809,0.0000069,-0.0000069,0
2259.01,219501568,PC,16.5899263,0.0000558,-0.0000558,0
226.01,47484268,FP,,,,0
2260.01,232568235,CP,0.3524597,0.0000005,-0.0000005,0
2261.01,229787062,PC,1.9011452,0.0000044,-0.0000044,0
2262.01,165530380,PC,1.4937444,0.0000097,-0.0000097,0
2263.01,159400561,PC,,,,0
2264.01,235943205,PC,121.3342908,0.0004162,-0.0004162,0
2265.01,310231275,PC,0.8294084,0.0000374,-0.0000374,0
2266.01,8348911,CP,2.3263430,0.0000145,-0.0000145,0
2267.01,459837008,CP,3.4950422,0.0000087,-0.0000087,0
2267.02,459837008,PC,2.0344366,0.0000119,-0.0000119,0
2267.03,459837008,CP,2.2891027,0.0000100,-0.0000100,0
2268.01,20203297,PC,7.1566025,0.0009128,-0.0009128,0
2269.01,441798995,FA,1.4206036,0.0000237,-0.0000237,0
2269.02,441798995,PC,2.8411415,0.0000133,-0.0000133,0
2269.03,441798995,PC,10.4029111,0.0000317,-0.0000317,0
227.01,2760710,FA,,,,0
2270.01,198178505,PC,,,,0
2271.01,258389327,APC,26.5456672,0.0000318,-0.0000318,0
2272.01,265460043,APC,32.8236817,0.0090141,-0.0090141,0
2273.01,142117976,PC,46.5710978,0.0003644,-0.0003644,0
2274.01,289164482,CP,2.6796164,0.0000072,-0.0000072,0
2274.02,289164482,PC,1.1188024,0.0000029,-0.0000029,0
2275.01,272679240,PC,20.1546939,0.0000597,-0.0000597,0
2276.01,198456933,PC,76.8663962,0.0006695,-0.0006695,0
2277.01,288516853,PC,,,,0
2278.01,243313296,PC,1.4663344,0.0000084,-0.0000084,0
2279.01,115623434,PC,3.1434463,0.0000070,-0.0000070,0
228.01,77044471,KP,2.6865041,0.0000053,-0.0000053,0
2280.01,115583726,PC,18.6016754,0.0010578,-0.0010578,0
2281.01,264171144,PC,210.6683580,0.0020938,-0.0020938,0
2282.01,237211410,PC,12.5520766,0.0000490,-0.0000490,0
2283.01,198211976,FA,0.4018586,0.0000140,-0.0000140,0
2284.01,115446313,FP,4.9707023,0.0000263,-0.0000263,0
2285.01,329148988,CP,27.2672016,0.0002043,-0.0002043,0
2286.01,237201858,PC,179.4031712,0.0014116,-0.0014116,0
2287.01,160077104,PC,11.8120707,0.0000551,-0.0000551,0
2288.01,462615350,PC,8.9172211,0.0000176,-0.0000176,0
2289.01,82452140,PC,63.3954500,0.0007535,-0.0007535,0
229.01,120610833,KP,3.1260778,0.0000023,-0.0000023,0
2290.01,321688498,PC,0.3862197,0.0000091,-0.0000091,0
2291.01,236934937,PC,9.4058770,0.0000225,-0.0000225,0
2292.01,236934268,PC,7.0767314,0.0000653,-0.0000653,0
2293.01,71347873,PC,6.0683318,0.0000169,-0.0000169,0
2294.01,284361752,PC,340.3877311,0.0100323,-0.0100323,0
2295.01,48018596,PC,60.0663200,0.0000773,-0.0000773,0
2296.01,165554103,PC,139.2632286,0.0051524,-0.0051524,0
2297.01,233500935,PC,22.0487750,0.0001787,-0.0001787,0
2298.01,229608594,PC,,,,0
2299.01,362220495,FA,165.0031583,0.0112449,-0.0112449,0
230.01,160074939,FA,13.3401450,0.0043640,-0.0043640,0
2300.01,280031353,PC,4.8566656,0.0000130,-0.0000130,0
2300.02,280031353,PC,15.4432661,0.0000247,-0.0000247,0
2300.03,280031353,PC,,,,0
2301.01,283829553,PC,6.0541622,0.0000485,-0.0000485,0
2302.01,144000801,APC,1.3103832,0.0001108,-0.0001108,0
2303.01,197959526,FP,0.7196291,0.0001024,-0.0001024,0
2304.01,70420766,PC,9.4070515,0.0000333,-0.0000333,0
2305.01,232079930,APC,0.9189020,0.0001013,-0.0001013,0
2306.01,147284470,PC,2.9905745,0.0000055,-0.0000055,0
2307.01,270219048,PC,2.6820061,0.0000030,-0.0000030,0
2308.01,234489976,PC,3.8686600,0.0000037,-0.0000037,0
2309.01,328012209,PC,20.2656358,0.0000924,-0.0000924,0
231.01,204376737,KP,3.3610013,0.0000005,-0.0000005,0
2310.01,38467100,PC,2.9432073,0.0000017,-0.0000017,0
2311.01,25139786,APC,1.5933772,0.0001759,-0.0001759,0
2312.01,147425389,PC,3.1856867,0.0000042,-0.0000042,0
2313.01,325468685,PC,1.8905304,0.0000029,-0.0000029,0
2314.01,355446093,PC,15.9375460,0.0065295,-0.0065295,0
2315.01,302333151,APC,1.4407070,0.0000018,-0.0000018,0
2316.01,61980227,FP,3.0958985,0.0002913,-0.0002913,0
2317.01,274599700,FP,,,,0
2318.01,88840705,APC,,,,0
2319.01,349488688,CP,,,,0
2319.02,349488688,KP,11.6207544,0.0000701,-0.0000701,0
232.01,402026209,KP,1.3382314,0.0000003,-0.0000003,0
2320.01,207501148,FP,,,,0
2321.01,138126035,PC,716.3497402,0.0000010,-0.0000010,0
2322.01,300812741,CP,20.2254946,0.0000487,-0.0000487,0
2322.02,300812741,CP,11.3071786,0.0000621,-0.0000621,0
2323.01,293527670,FP,0.9865600,,,0
2324.01,69819610,PC,1.0361758,0.0000047,-0.0000047,0
2325.01,152800085,APC,4.2699100,0.0000200,-0.0000200,0
2326.01,175456679,PC,58.9970907,0.0000250,-0.0000250,0
2327.01,177308364,PC,82.7899763,0.0001757,-0.0001757,0
2328.01,394287035,CP,17.1019622,0.0000234,-0.0000234,0
2329.01,238920875,PC,6.5346715,0.0000078,-0.0000078,0
233.01,415969908,PC,11.6700285,0.0000150,-0.0000150,0
233.02,415969908,PC,7.2011383,0.0000181,-0.0000181,0
2330.01,180991313,KP,2.2088214,0.0000022,-0.0000022,0
2331.01,168751223,PC,4.7150942,0.0000239,-0.0000239,0
2332.01,286000547,PC,7.4972297,0.0000123,-0.0000123,0
2333.01,358579111,PC,14.2197641,0.0001137,-0.0001137,0
2334.01,200743403,PC,7.9980831,0.0000263,-0.0000263,0
2335.01,160003961,APC,1.4492052,0.0000033,-0.0000033,0
2336.01,88902249,CP,7.7119842,0.0000298,-0.0000298,0
2337.01,230001847,CP,2.9942630,0.0000146,-0.0000146,0
2338.01,24358417,CP,22.6539607,0.0000398,-0.0000398,0
2339.01,279514271,PC,9.7728388,0.0000516,-0.0000516,0
234.01,12423815,PC,2.8392793,0.0000029,-0.0000029,0
2340.01,29959761,FP,1.6471574,0.0000022,-0.0000022,0
2341.01,100267480,FP,0.8774100,0.0000600,-0.0000600,0
2342.01,100589632,FP,3.9471567,0.0000114,-0.0000114,0
2343.01,166834768,PC,3.2553185,0.0000144,-0.0000144,0
2344.01,311179742,PC,8.3129806,0.0000959,-0.0000959,0
2345.01,91555165,CP,1.0526157,0.0000871,-0.0000871,0
2345.02,91555165,CP,42.1289893,0.0070766,-0.0070766,0
2346.01,317483660,PC,3.3311975,0.0000068,-0.0000068,0
2347.01,301343785,APC,1.1736318,0.0000047,-0.0000047,0
2348.01,317019074,PC,1.2043785,0.0000040,-0.0000040,0
2349.01,405452527,APC,11.5738497,0.0000186,-0.0000186,0
235.01,280095254,PC,10.0902590,0.0000042,-0.0000042,0
2350.01,47601197,PC,8.6251769,0.0026704,-0.0026704,0
2350.02,47601197,PC,4.8714085,0.0036335,-0.0036335,0
2351.01,290036495,APC,5.2524792,0.0000035,-0.0000035,0
2352.01,32925763,PC,1.6804461,0.0000066,-0.0000066,0
2353.01,177079323,PC,5.7517969,0.0000203,-0.0000203,0
2354.01,219766989,FP,0.5109902,0.0000008,-0.0000008,0
2355.01,124515764,PC,1.2709769,0.0000087,-0.0000087,0
2356.01,30947715,PC,3.6627500,0.0007800,-0.0007800,0
2357.01,124206468,PC,7.0924883,0.0000166,-0.0000166,0
2358.01,124095888,FP,1.1258127,0.0000028,-0.0000028,0
2359.01,436102447,PC,5.1858000,0.0010400,-0.0010400,0
236.01,9727392,FP,4.5344510,0.0001180,-0.0001180,0
2360.01,31656385,FP,22.8451800,0.0002000,-0.0002000,0
2361.01,204671232,PC,8.7154600,0.0011300,-0.0011300,0
2362.01,302924206,PC,6.9444047,0.0000190,-0.0000190,0
2363.01,445456888,PC,5.5436298,0.0000134,-0.0000134,0
