toi,tid,tfopwg_disp,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim
4990.01,295312916,PC,5.6386197,0.0000268,-0.0000268,0
4991.01,247180220,PC,0.7702101,0.0002013,-0.0002013,0
4992.01,362111691,PC,4.8807474,0.0000199,-0.0000199,0
4993.01,360221713,PC,3.1062522,0.0000376,-0.0000376,0
4994.01,277128619,CP,21.4921464,0.0000849,-0.0000849,0
4995.01,294295243,PC,8.7802662,0.0000850,-0.0000850,0
4996.01,384709136,PC,4.8131406,0.0000243,-0.0000243,0
4997.01,340624586,PC,13.3178839,0.0001588,-0.0001588,0
4998.01,76228620,PC,9.7800223,0.0000331,-0.0000331,0
4999.01,33227166,PC,5.5846356,0.0036282,-0.0036282,0
500.01,134200185,CP,0.5481573,0.0000089,-0.0000089,0
5000.01,179230828,PC,5.5422295,0.0000137,-0.0000137,0
5000.02,179230828,PC,15.3392841,0.0000722,-0.0000722,0
5001.01,95709395,PC,5.0690430,0.0000219,-0.0000219,0
5002.01,418471116,PC,3.7318818,0.0000126,-0.0000126,0
5003.01,301900477,PC,4.4540914,0.0000103,-0.0000103,0
5004.01,384386062,PC,5.7626113,0.0000361,-0.0000361,0
5005.01,282485660,CP,6.3084728,0.0000353,-0.0000353,0
5006.01,449107129,PC,4.2549550,0.0000275,-0.0000275,0
5007.01,424196109,CP,2.5432595,0.0006815,-0.0006815,0
5008.01,150531994,PC,2.7702532,0.0015413,-0.0015413,0
5009.01,463781038,PC,8.1755735,0.0002297,-0.0002297,0
501.01,134537478,KP,1.7100122,0.0000008,-0.0000008,0
5010.01,276735500,PC,6.7107895,0.0025424,-0.0025424,0
5011.01,418298773,PC,2.6060495,0.0000116,-0.0000116,0
5012.01,245728942,PC,4.1843800,0.0000236,-0.0000236,0
5013.01,287494667,PC,8.9894910,0.0000324,-0.0000324,0
5014.01,362032529,PC,3.4507193,0.0000655,-0.0000655,0
5015.01,221656234,PC,2.4533968,0.0000113,-0.0000113,0
5016.01,68322189,FP,1.2833689,0.0000057,-0.0000057,0
5017.01,302054555,PC,3.3677179,0.0000224,-0.0000224,0
5018.01,294691204,PC,6.5859565,0.0000469,-0.0000469,0
5019.01,420829332,PC,1.0902950,0.0000079,-0.0000079,0
502.01,172193428,APC,2.9412694,0.0000051,-0.0000051,0
5020.01,310266243,PC,5.3450209,0.0001725,-0.0001725,0
5021.01,403405969,PC,12.9750620,0.0001791,-0.0001791,0
5022.01,208772468,PC,2.2445410,0.0005120,-0.0005120,0
5023.01,213111428,PC,2.2749988,0.0000009,-0.0000009,0
5024.01,344130921,PC,14.7765802,0.0001221,-0.0001221,0
5025.01,217838717,PC,2.8846592,0.0000077,-0.0000077,0
5026.01,161247580,PC,3.2813635,0.0000194,-0.0000194,0
5027.01,361711730,CP,10.2436729,0.0000279,-0.0000279,0
5028.01,76894548,PC,3.9353218,0.0000153,-0.0000153,0
5029.01,154400369,PC,3.8861815,0.0000227,-0.0000227,0
503.01,186812530,CP,3.6773543,0.0000012,-0.0000012,0
5030.01,444290896,PC,4.4299239,0.0024831,-0.0024831,0
5031.01,46807139,PC,4.5314275,0.0001267,-0.0001267,0
5032.01,283665218,PC,6.0326610,0.0000458,-0.0000458,0
5033.01,318180448,PC,5.4695364,0.0000470,-0.0000470,0
5034.01,306990399,PC,8.7042937,0.0000921,-0.0000921,0
5035.01,401509690,PC,5.8009082,0.0000308,-0.0000308,0
5036.01,406726743,PC,17.7481897,0.0036893,-0.0036893,0
5037.01,263486257,PC,4.1245473,0.0001476,-0.0001476,0
5038.01,127115861,PC,0.9990876,0.0004245,-0.0004245,0
5039.01,396649769,PC,2.1967461,0.0000170,-0.0000170,0
504.01,219164808,FP,1.6773063,0.0000008,-0.0000008,0
5040.01,412828754,PC,3.3808424,0.0000293,-0.0000293,0
5041.01,324609476,PC,0.7338920,0.0000153,-0.0000153,0
5042.01,282221346,PC,5.6316098,0.0000476,-0.0000476,0
5043.01,75522633,PC,3.8027513,0.0000043,-0.0000043,0
5044.01,298946836,PC,5.5556615,0.0004246,-0.0004246,0
5045.01,297950791,PC,3.4792084,0.0000293,-0.0000293,0
5046.01,306512967,PC,11.1838046,0.0000484,-0.0000484,0
5047.01,291857895,PC,7.3142625,0.0000351,-0.0000351,0
5048.01,323022088,APC,1.3583233,0.0000053,-0.0000053,0
5049.01,261020738,PC,2.9204289,0.0000137,-0.0000137,0
505.01,268644785,KP,3.3294649,0.0000009,-0.0000009,0
5050.01,282701278,PC,2.3064574,0.0000110,-0.0000110,0
5051.01,217933560,PC,3.5980715,0.0000103,-0.0000103,0
5052.01,208151094,PC,4.0668104,0.0007668,-0.0007668,0
5053.01,324426685,PC,9.8830331,0.0000266,-0.0000266,0
5054.01,401704685,PC,4.2100055,0.0000256,-0.0000256,0
5055.01,407146538,FP,2.0915616,0.0000126,-0.0000126,0
5056.01,216925130,PC,7.6686232,0.0001491,-0.0001491,0
5057.01,37291237,PC,1.1437772,0.0000094,-0.0000094,0
5058.01,277034534,PC,23.7123919,0.0000965,-0.0000965,0
5059.01,458027465,PC,8.7876771,0.0000279,-0.0000279,0
506.01,274138511,FP,2.7742070,0.0007220,-0.0007220,0
5060.01,16264917,PC,1.2695326,0.0017102,-0.0017102,0
5061.01,214218272,PC,3.3645349,0.0000230,-0.0000230,0
5062.01,294768072,PC,6.2244575,0.0000794,-0.0000794,0
5063.01,173979859,PC,3.6137990,0.0000192,-0.0000192,0
5064.01,407127579,PC,3.5108018,0.0000234,-0.0000234,0
5065.01,243244680,KP,19.4921473,0.0000079,-0.0000079,0
5066.01,56655478,PC,1.3454079,0.0000031,-0.0000031,0
5067.01,117275513,KP,4.6886342,0.0000058,-0.0000058,0
5068.01,366631954,KP,4.7369669,0.0000024,-0.0000024,0
5069.01,381360757,PC,8.8558739,0.0039338,-0.0039338,0
507.01,348538431,PC,0.8994677,0.0000007,-0.0000007,0
5070.01,319968129,FP,6.2169940,0.0000258,-0.0000258,0
5071.01,307733361,KP,1.6739029,0.0000007,-0.0000007,0
5072.01,7059054,KP,5.1857680,0.0000164,-0.0000164,0
5073.01,458686969,PC,3.1393667,0.0000043,-0.0000043,0
5074.01,6893917,KP,3.0801795,0.0000005,-0.0000005,0
5075.01,23113034,FP,1.7134571,0.0000048,-0.0000048,0
5076.01,303432813,CP,23.4428912,0.0001199,-0.0001199,0
5077.01,87873211,PC,5.8879518,0.0000464,-0.0000464,0
5078.01,303523128,PC,1.5110224,0.0000053,-0.0000053,0
5079.01,69672493,FP,1.4920726,0.0000047,-0.0000047,0
508.01,425206121,KP,4.6117328,0.0000019,-0.0000019,0
5080.01,17409453,KP,9.7266500,0.0000246,-0.0000246,0
5081.01,203214138,KP,5.1699026,0.0000311,-0.0000311,0
5082.01,437011608,CP,4.2403543,0.0000074,-0.0000074,0
5083.01,5882269,KP,4.7948642,0.0000063,-0.0000063,0
5084.01,438260486,PC,5.8321337,0.0000266,-0.0000266,0
5085.01,6785559,PC,4.5117148,0.0013546,-0.0013546,0
5086.01,178217113,KP,2.9956366,0.0000002,-0.0000002,0
5087.01,18310799,KP,17.3070631,0.0000158,-0.0000158,0
5088.01,234388232,PC,10.3883213,0.0000399,-0.0000399,0
5088.02,234388232,PC,13.4155226,0.0014156,-0.0014156,0
5089.01,330687113,KP,5.1138350,0.0000227,-0.0000227,0
509.01,453211454,CP,9.0588209,0.0000117,-0.0000117,0
509.02,453211454,CP,21.4003129,0.0001262,-0.0001262,0
5090.01,184892124,KP,1.9828041,0.0000053,-0.0000053,0
5091.01,438073782,PC,3.6413702,0.0000031,-0.0000031,0
5092.01,90853136,APC,2.3626901,0.0001035,-0.0001035,0
5093.01,63189173,KP,2.2984058,0.0000009,-0.0000009,0
5094.01,19028197,KP,3.3366511,0.0000013,-0.0000013,0
5095.01,434226736,KP,3.4845543,0.0000046,-0.0000046,0
5096.01,26826078,KP,2.8753183,0.0000004,-0.0000004,0
5097.01,203214081,KP,5.7459945,0.0000061,-0.0000061,0
5098.01,14770122,KP,3.5438732,0.0000027,-0.0000027,0
5099.01,91481801,PC,14.4507561,0.0000168,-0.0000168,0
510.01,238086647,APC,1.3523942,0.0000015,-0.0000015,0
5100.01,349582831,PC,3.4532143,0.0000040,-0.0000040,0
5101.01,366410512,KP,10.1367283,0.0000116,-0.0000116,0
5102.01,82508808,APC,0.4522013,0.0000498,-0.0000498,0
5103.01,366443576,APC,4.9898664,0.0000020,-0.0000020,0
5104.01,415443327,PC,4.8903760,0.0014709,-0.0014709,0
5105.01,203287192,PC,4.4455436,0.0000028,-0.0000028,0
5106.01,59351345,PC,2.4361097,0.0000056,-0.0000056,0
5107.01,97735297,FP,1.8354365,0.0001606,-0.0001606,0
5108.01,350348197,CP,6.7535728,0.0000226,-0.0000226,0
5109.01,411930845,PC,3.2104815,0.0001071,-0.0001071,0
511.01,440777904,KP,3.3552444,0.0000006,-0.0000006,0
5110.01,239977528,CP,30.1584857,0.0001520,-0.0001520,0
5111.01,203289099,KP,3.3557219,0.0000066,-0.0000066,0
5112.01,337385330,PC,15.5328060,0.0001054,-0.0001054,0
5113.01,2685481,PC,4.1364880,0.0000309,-0.0000309,0
5114.01,26693519,PC,6.1539077,0.0000182,-0.0000182,0
5115.01,366499151,PC,13.8240078,0.0001263,-0.0001263,0
5116.01,149496868,PC,3.4355113,0.0000043,-0.0000043,0
5117.01,26469462,PC,11.6986928,0.0001808,-0.0001808,0
5118.01,438412198,PC,1.5749553,0.0000240,-0.0000240,0
5119.01,75427473,FP,1.4713984,0.0000175,-0.0000175,0
512.01,119292328,CP,7.1887332,0.0000451,-0.0000451,0
512.02,119292328,APC,20.2749388,0.0004533,-0.0004533,0
5120.01,58723861,PC,24.9163182,0.0000498,-0.0000498,0
5121.01,366568760,KP,8.4071591,0.0000223,-0.0000223,0
5122.01,116668723,PC,3.3885867,0.0000143,-0.0000143,0
5123.01,332022997,KP,3.2810299,0.0000158,-0.0000158,0
5123.02,332022997,KP,8.4388997,0.0000615,-0.0000615,0
5124.01,306902029,FP,1.0754572,0.0000838,-0.0000838,0
5125.01,247906954,PC,5.9096210,0.0000219,-0.0000219,0
5126.01,27064468,CP,5.4589863,0.0000780,-0.0000780,0
5126.02,27064468,CP,17.9051919,0.0002375,-0.0002375,0
5127.01,438170612,PC,17.5328625,0.0002295,-0.0002295,0
5128.01,406495245,PC,7.6014943,0.0000119,-0.0000119,0
5129.01,101520163,PC,7.4121119,0.0000540,-0.0000540,0
513.01,431999925,FP,1.4454330,0.0009680,-0.0009680,0
5130.01,75589027,PC,2.1667786,0.0000389,-0.0000389,0
5131.01,350043412,PC,9.4813433,0.0000123,-0.0000123,0
5132.01,114516994,APC,1.5985577,0.0000647,-0.0000647,0
5133.01,312221462,FP,30.4408598,0.0006410,-0.0006410,0
5134.01,95010343,FP,6.8804590,0.0000388,-0.0000388,0
5135.01,172110606,FP,2.0197299,0.0000055,-0.0000055,0
5136.01,175236511,KP,7.8092052,0.0000171,-0.0000171,0
5137.01,14570132,PC,3.2092033,0.0000010,-0.0000010,0
5138.01,38087018,KP,1.7292681,0.0000053,-0.0000053,0
5139.01,95337971,PC,5.9471027,0.0004480,-0.0004480,0
514.01,366576758,KP,11.3909685,0.0000218,-0.0000218,0
5140.01,175193677,PC,15.6113633,0.0011265,-0.0011265,0
5141.01,350020859,KP,11.8141726,0.0007113,-0.0007113,0
5142.01,393495970,KP,1.7554285,0.0000170,-0.0000170,0
5143.01,281837575,PC,5.2097100,0.0000040,-0.0000040,0
5143.02,281837575,PC,2.3843304,0.0000152,-0.0000152,0
5144.01,380619414,KP,2.6556753,0.0000110,-0.0000110,0
5145.01,281885301,KP,7.9177855,0.0006128,-0.0006128,0
5146.01,173103335,KP,10.0546003,0.0000545,-0.0000545,0
5147.01,95361530,PC,3.9178573,0.0000928,-0.0000928,0
5148.01,291517604,PC,5.0637114,0.0000095,-0.0000095,0
5149.01,286094277,PC,27.3714952,0.0000810,-0.0000810,0
515.01,366622912,CP,3.1148931,0.0000017,-0.0000017,0
5150.01,40954422,FP,1.7578288,0.0000053,-0.0000053,0
5151.01,388130237,PC,92.1950434,0.0002252,-0.0002252,0
5152.01,257527578,CP,54.3212423,0.0070340,-0.0070340,0
5153.01,124029677,CP,20.9108406,0.0000669,-0.0000669,0
5154.01,240849748,APC,17.7256773,0.0000123,-0.0000123,0
5155.01,388811663,KP,9.7956535,0.0000822,-0.0000822,0
5156.01,468889418,PC,22.8524131,0.0000697,-0.0000697,0
5157.01,38161230,APC,2.5194039,0.0000202,-0.0000202,0
5158.01,337647366,PC,4.7464485,0.0000168,-0.0000168,0
5159.01,286712787,PC,5.8365098,0.0000552,-0.0000552,0
5159.02,286712787,PC,3.6469454,0.0000409,-0.0000409,0
516.01,318937509,APC,1.0485500,0.0000730,-0.0000730,0
5160.01,4165850,PC,4.2807509,0.0000279,-0.0000279,0
5161.01,277697921,PC,5.7519475,0.0000202,-0.0000202,0
5162.01,60286662,KP,8.5623289,0.0000607,-0.0000607,0
5163.01,115010361,KP,15.4658691,0.0000393,-0.0000393,0
5164.01,6892385,KP,8.2669589,0.0000523,-0.0000523,0
5165.01,349986198,PC,3.5775010,0.0002060,-0.0002060,0
5166.01,59582240,PC,1.7726881,0.0003463,-0.0003463,0
5167.01,458686504,PC,4.8740385,0.0000453,-0.0000453,0
5168.01,363548415,KP,6.7713411,0.0000084,-0.0000084,0
5169.01,350023518,PC,8.0387972,0.0000287,-0.0000287,0
517.01,308307606,FP,9.8850244,0.0000118,-0.0000118,0
5170.01,330690135,KP,14.7565015,0.0016877,-0.0016877,0
5171.01,110996418,PC,15.7815791,0.0000787,-0.0000787,0
5172.01,53287554,PC,4.7218077,0.0014608,-0.0014608,0
5173.01,98669309,KP,4.0035773,0.0008880,-0.0008880,0
5174.01,49428710,CP,12.2193392,0.0000669,-0.0000669,0
5175.01,55266835,PC,6.8548465,0.0002770,-0.0002770,0
5176.01,437054764,PC,20.3550739,0.0022565,-0.0022565,0
5177.01,350033870,PC,2.2085904,0.0000067,-0.0000067,0
5178.01,149969625,KP,14.0666014,0.0052146,-0.0052146,0
5179.01,288671122,PC,0.2874782,0.0000002,-0.0000002,0
518.01,264979636,PC,17.8789700,0.0045850,-0.0045850,0
5180.01,346972413,PC,2.7779767,0.0000236,-0.0000236,0
5181.01,346667887,PC,3.8922407,0.0000233,-0.0000233,0
5182.01,99654378,PC,7.3039588,0.0000656,-0.0000656,0
5183.01,298829544,PC,2.7395591,0.0005220,-0.0005220,0
5184.01,28643432,FP,2.2751393,0.0000111,-0.0000111,0
5185.01,462808933,PC,4.2788309,0.0000295,-0.0000295,0
5186.01,68453985,PC,2.5032540,0.0000108,-0.0000108,0
5187.01,441590110,PC,17.8597459,0.0001572,-0.0001572,0
5188.01,141677268,PC,22.4334100,0.0002413,-0.0002413,0
5189.01,408549705,FP,9.5064017,0.0000298,-0.0000298,0
519.01,218795833,CP,1.2652338,0.0000007,-0.0000007,0
5190.01,289574465,PC,5.7488688,0.0000420,-0.0000420,0
5191.01,359469754,PC,3.0278609,0.0000276,-0.0000276,0
5192.01,336125492,PC,4.7271324,0.0000187,-0.0000187,0
5193.01,336126253,PC,18.9972068,0.0002025,-0.0002025,0
5194.01,288612903,PC,7.0485133,0.0000575,-0.0000575,0
5195.01,357145112,PC,3.1523405,0.0000151,-0.0000151,0
5196.01,383828887,PC,2.5677096,0.0000139,-0.0000139,0
5197.01,219431828,APC,20.5773388,0.0000580,-0.0000580,0
5198.01,193628179,FP,3.2623468,0.0000083,-0.0000083,0
5199.01,298049015,FP,3.9131371,0.0006544,-0.0006544,0
520.01,148479278,PC,0.5236130,0.0000124,-0.0000124,0
5200.01,21101556,PC,17.4372954,0.0001140,-0.0001140,0
5201.01,267810289,PC,3.8558229,0.0000063,-0.0000063,0
5202.01,320324079,PC,34.6141657,0.0002519,-0.0002519,0
5203.01,158323182,PC,15.1255732,0.0003451,-0.0003451,0
5204.01,65845738,PC,1.5936030,0.0000075,-0.0000075,0
5205.01,419411415,CP,1.6306523,0.0000568,-0.0000568,0
5206.01,159117779,PC,4.4716261,0.0000156,-0.0000156,0
5207.01,147892178,PC,24.6951647,0.0001775,-0.0001775,0
5208.01,110738386,PC,12.2307873,0.0001094,-0.0001094,0
5209.01,111108561,PC,2.6357370,0.0000073,-0.0000073,0
521.01,27649847,CP,1.5428486,0.0000041,-0.0000041,0
5210.01,265979849,PC,4.5661309,0.0000079,-0.0000079,0
5211.01,215595454,PC,2.0961984,0.0002699,-0.0002699,0
5212.01,424699834,FP,2.4011407,0.0001326,-0.0001326,0
5213.01,247356332,PC,4.5333993,0.0000226,-0.0000226,0
5214.01,7583660,PC,5.3333965,0.0000382,-0.0000382,0
5215.01,236632480,PC,7.4244269,0.0000734,-0.0000734,0
5216.01,256561562,PC,1.8951273,0.0000073,-0.0000073,0
5217.01,215018906,PC,4.3713133,0.0000638,-0.0000638,0
5218.01,259172249,CP,4.2914879,0.0000949,-0.0000949,0
5219.01,378708888,PC,2.8875300,0.0000249,-0.0000249,0
522.01,19451711,FA,0.3969687,0.0000079,-0.0000079,0
5220.01,394691478,PC,2.0876485,0.0000078,-0.0000078,0
5221.01,233409941,PC,4.4247361,0.0000076,-0.0000076,0
5222.01,30791047,APC,13.3057762,0.0001522,-0.0001522,0
5223.01,377297285,PC,4.0656968,0.0000435,-0.0000435,0
5224.01,406361982,PC,5.2819763,0.0000463,-0.0000463,0
5225.01,383645563,PC,22.9367426,0.0001174,-0.0001174,0
5226.01,195093356,FP,7.8284207,0.0000120,-0.0000120,0
5227.01,313453776,PC,3.7325203,0.0000044,-0.0000044,0
5228.01,154014059,PC,8.3221959,0.0000355,-0.0000355,0
5229.01,288428649,PC,5.9184575,0.0000220,-0.0000220,0
523.01,93125144,FA,9.9110200,0.0016850,-0.0016850,0
5230.01,55778666,PC,7.1452343,0.0000171,-0.0000171,0
5231.01,105387356,FP,1.5163046,0.0000222,-0.0000222,0
5232.01,69356857,CP,4.0966887,0.0000185,-0.0000185,0
5233.01,259100469,PC,25.7633320,0.0000682,-0.0000682,0
5234.01,335681838,PC,15.1016086,0.0004979,-0.0004979,0
5235.01,154814765,PC,26.1442304,0.0002067,-0.0002067,0
5236.01,193765661,PC,10.9974977,0.0000995,-0.0000995,0
5237.01,435740442,PC,2.9889845,0.0013254,-0.0013254,0
5238.01,219016883,CP,4.8721904,0.0000111,-0.0000111,0
5239.01,230290708,PC,11.3182327,0.0000888,-0.0000888,0
524.01,365690646,FA,12.9831750,0.0033060,-0.0033060,0
5240.01,40055053,CP,4.1793301,0.0000208,-0.0000208,0
5241.01,305948428,PC,4.8398399,0.0000197,-0.0000197,0
5242.01,426122503,PC,2.4038486,0.0000108,-0.0000108,0
5243.01,322504451,PC,1.6087939,0.0000081,-0.0000081,0
5244.01,352151292,PC,5.0821798,0.0000374,-0.0000374,0
5245.01,123041007,APC,0.4305826,0.0000561,-0.0000561,0
5246.01,295807723,FP,0.6972223,0.0000022,-0.0000022,0
5247.01,289307883,PC,12.9177538,0.0000459,-0.0000459,0
5248.01,256154857,APC,0.7012390,0.0000058,-0.0000058,0
5249.01,185598695,PC,4.6285493,0.0000227,-0.0000227,0
525.01,71512186,PC,14.8608019,0.0037224,-0.0037224,0
5250.01,278105308,PC,5.4463931,0.0000343,-0.0000343,0
5251.01,436007113,PC,2.3205922,0.0000061,-0.0000061,0
5252.01,395385033,PC,8.5394045,0.0001975,-0.0001975,0
5253.01,284660935,APC,1.1110609,0.0000032,-0.0000032,0
5254.01,126225595,PC,4.4836616,0.0000209,-0.0000209,0
5255.01,158325942,PC,2.6122730,0.0000063,-0.0000063,0
5256.01,356146869,PC,21.1968768,0.0001142,-0.0001142,0
5257.01,185226925,FP,3.1979646,0.0000331,-0.0000331,0
5258.01,147895461,FP,0.5919629,0.0000021,-0.0000021,0
5259.01,375419034,PC,3.0321361,0.0000147,-0.0000147,0
526.01,200593988,FP,7.6990870,0.0033450,-0.0033450,0
5260.01,326347927,FP,7.2617331,0.0002188,-0.0002188,0
5261.01,402828941,PC,4.1509756,0.0000107,-0.0000107,0
5262.01,274122380,FP,2.8731380,0.0000339,-0.0000339,0
5263.01,275527293,PC,3.1501356,0.0000091,-0.0000091,0
5264.01,435719275,PC,4.4274169,0.0000180,-0.0000180,0
5265.01,219847787,PC,11.5914514,0.0000650,-0.0000650,0
5266.01,312899686,FP,4.4138638,0.0000225,-0.0000225,0
5267.01,153971295,PC,13.7036806,0.0005331,-0.0005331,0
5268.01,202468443,FP,2.0685871,0.0000010,-0.0000010,0
5269.01,359321688,PC,2.7340756,0.0000428,-0.0000428,0
527.01,148228019,APC,18.0892103,0.0000084,-0.0000084,0
5270.01,424112727,PC,1.0513177,0.0002454,-0.0002454,0
5271.01,296461391,PC,4.3108587,0.0000340,-0.0000340,0
5272.01,278668358,PC,5.0135727,0.0000353,-0.0000353,0
5273.01,172871230,FP,3.4100261,0.0000198,-0.0000198,0
5274.01,356682805,PC,6.1313492,0.0000341,-0.0000341,0
5275.01,219466803,FP,12.5951009,0.0000564,-0.0000564,0
5276.01,282935857,APC,2.3612205,0.0000141,-0.0000141,0
5277.01,276381737,PC,15.9929608,0.0000877,-0.0000877,0
5278.01,264301607,PC,0.4354350,0.0000007,-0.0000007,0
5279.01,7681574,PC,16.0104634,0.0001066,-0.0001066,0
528.01,403693875,FP,3.5248693,,,0
5280.01,194679333,PC,9.0165933,0.0000847,-0.0000847,0
5281.01,405932063,PC,5.5047275,0.0000504,-0.0000504,0
5282.01,329346586,PC,1.3925160,0.0000059,-0.0000059,0
5283.01,399956873,FP,6.9494280,0.0000277,-0.0000277,0
5284.01,171312653,PC,2.0327015,0.0000160,-0.0000160,0
5285.01,250330564,PC,4.3852176,0.0016486,-0.0016486,0
5286.01,301035553,PC,3.2988824,0.0006811,-0.0006811,0
5287.01,909930,APC,4.1976789,0.0004518,-0.0004518,0
5288.01,857186,PC,3.8123614,0.0005040,-0.0005040,0
5289.01,176279915,PC,3.4411264,0.0000587,-0.0000587,0
529.01,438490744,FP,1.6658780,0.0002830,-0.0002830,0
5290.01,224217761,PC,2.5688104,0.0012034,-0.0012034,0
5291.01,250983039,PC,2.3007511,0.0004842,-0.0004842,0
5292.01,33397739,PC,2.0231137,0.0006929,-0.0006929,0
5293.01,250111245,CP,2.9304371,0.0002822,-0.0002822,0
5294.01,422486295,PC,5.6707432,0.0007223,-0.0007223,0
5295.01,4619242,APC,4.3023572,0.0005371,-0.0005371,0
5296.01,241102583,FP,1.7386091,0.0000037,-0.0000037,0
5297.01,422423972,PC,3.3014986,0.0000199,-0.0000199,0
5298.01,313835568,PC,2.6831464,0.0000179,-0.0000179,0
5299.01,407997410,PC,2.5792489,0.0004320,-0.0004320,0
530.01,387690507,CP,6.3875739,0.0000047,-0.0000047,0
5300.01,267215820,PC,2.2623535,0.0001164,-0.0001164,0
5301.01,58825110,CP,5.8588751,0.0000250,-0.0000250,0
5302.01,337025682,PC,4.2417694,0.0002136,-0.0002136,0
5303.01,58798731,PC,9.8095580,0.0000505,-0.0000505,0
5304.01,293407882,PC,3.7079439,0.0005716,-0.0005716,0
5305.01,408743161,PC,4.4632038,0.0004147,-0.0004147,0
5306.01,387401076,PC,5.3331348,0.0000351,-0.0000351,0
5307.01,369477998,APC,5.2976347,0.0005887,-0.0005887,0
5308.01,422653398,FP,8.3403400,0.0000106,-0.0000106,0
5309.01,52052461,PC,6.4666483,0.0000670,-0.0000670,0
531.01,302895996,FP,0.5679950,0.0001080,-0.0001080,0
5310.01,306204904,PC,11.2036244,0.0001002,-0.0001002,0
5311.01,306401382,PC,39.0536929,0.0028443,-0.0028443,0
5312.01,399724238,PC,46.1965072,0.0028349,-0.0028349,0
5313.01,347469901,PC,3.2571037,0.0002755,-0.0002755,0
5314.01,302202317,PC,2.5351022,0.0000078,-0.0000078,0
5315.01,126982221,PC,2.4704071,0.0000009,-0.0000009,0
5316.01,309439436,PC,0.9997277,0.0003130,-0.0003130,0
5317.01,408824640,PC,8.6620460,0.0011555,-0.0011555,0
5318.01,435871546,PC,4.9583217,0.0000199,-0.0000199,0
5319.01,246965431,CP,4.0785273,0.0000170,-0.0000170,0
532.01,144700903,CP,2.3266400,0.0000028,-0.0000028,0
5320.01,257562160,APC,0.3852177,0.0000013,-0.0000013,0
5321.01,243153196,FP,10.1391591,0.0000281,-0.0000281,0
5322.01,336691874,PC,5.4233428,0.0000144,-0.0000144,0
5323.01,272146465,APC,5.8049376,0.0004494,-0.0004494,0
5324.01,408643099,PC,5.0269053,0.0003343,-0.0003343,0
5325.01,270406298,APC,15.0575960,0.0000381,-0.0000381,0
5326.01,257922326,PC,3.1334690,0.0002958,-0.0002958,0
5327.01,303502327,PC,4.6671176,0.0000176,-0.0000176,0
5328.01,58372253,PC,5.4886518,0.0004019,-0.0004019,0
5329.01,61145589,PC,3.7796053,0.0003577,-0.0003577,0
533.01,309791156,PC,19.5715862,0.0000209,-0.0000209,0
5330.01,436843539,PC,4.6303272,0.0000983,-0.0000983,0
5331.01,387544178,PC,22.7545332,0.0001400,-0.0001400,0
5332.01,387515920,PC,3.9544873,0.0000135,-0.0000135,0
5333.01,96948338,PC,11.4420309,0.0002086,-0.0002086,0
5334.01,247409676,PC,3.6136326,0.0001299,-0.0001299,0
5335.01,381360750,PC,3.6139919,0.0006334,-0.0006334,0
5336.01,430099722,PC,4.0153167,0.0015350,-0.0015350,0
5337.01,27294830,PC,0.7135221,0.0000470,-0.0000470,0
5338.01,467615239,PC,2.6429687,0.0001395,-0.0001395,0
5339.01,101348333,PC,15.1873222,0.0001001,-0.0001001,0
534.01,281909674,KP,4.0350444,0.0000278,-0.0000278,0
5340.01,14156936,PC,4.9393117,0.0001821,-0.0001821,0
5341.01,90669930,PC,20.6875239,0.0001120,-0.0001120,0
5342.01,356990855,PC,0.5894678,0.0000686,-0.0000686,0
5343.01,34980970,PC,12.8363910,0.0023429,-0.0023429,0
5344.01,16005254,CP,3.7927572,0.0001820,-0.0001820,0
5345.01,96165095,PC,1.1062164,0.0000111,-0.0000111,0
5346.01,26018819,PC,3.9783327,0.0002564,-0.0002564,0
5347.01,21119973,PC,1.7109175,0.0000036,-0.0000036,0
5348.01,366527844,PC,3.0890070,0.0000127,-0.0000127,0
5349.01,26054627,CP,3.3176675,0.0001424,-0.0001424,0
535.01,280210963,KP,2.8280391,0.0000130,-0.0000130,0
5350.01,68808155,PC,7.5811005,0.0003228,-0.0003228,0
5351.01,27476314,PC,2.8817237,0.0003267,-0.0003267,0
5352.01,69995219,PC,2.0389145,0.0002887,-0.0002887,0
5353.01,113919944,FP,1.2297408,0.0001024,-0.0001024,0
5354.01,34781378,PC,4.7949288,0.0000127,-0.0000127,0
5355.01,96170689,PC,9.6125545,0.0000893,-0.0000893,0
5356.01,467684543,PC,3.1948695,0.0005079,-0.0005079,0
5357.01,150006846,PC,9.6995203,0.0007293,-0.0007293,0
5358.01,46631742,PC,2.6599132,0.0000111,-0.0000111,0
5359.01,90767677,PC,1.6817287,0.0001363,-0.0001363,0
536.01,234825296,KP,9.2432303,0.0000637,-0.0000637,0
5360.01,427578289,APC,4.0107869,0.0000305,-0.0000305,0
5361.01,366602797,FP,1.3574339,0.0003208,-0.0003208,0
5362.01,308522539,PC,13.7279713,0.0002402,-0.0002402,0
5363.01,426448042,PC,6.7504762,0.0006531,-0.0006531,0
5364.01,366754985,PC,1.4466879,0.0000091,-0.0000091,0
5365.01,21132157,PC,4.0069668,0.0000443,-0.0000443,0
5366.01,45034406,PC,1.5328484,0.0003309,-0.0003309,0
5367.01,81178747,PC,1.6649585,0.0000566,-0.0000566,0
5368.01,56457123,PC,3.6127620,0.0003549,-0.0003549,0
